item,name,description,type,category,subcategory,label,predicted_label,confidence,prob_cultural_agnostic,prob_cultural_representative,prob_cultural_exclusive,input_text
http://www.wikidata.org/entity/Q1142035,Crunchyroll,American video streaming service,entity,media,streaming service,cultural representative,cultural representative,0.9208494424819946,0.040402757469564676,0.9208494424819946,0.038747765589505434,Item: Crunchyroll. Description: American video streaming service. Type: entity. Category: media. Subcategory: streaming service.
http://www.wikidata.org/entity/Q247979,curia,"group of officials who assist in the governance of a particular Church, in Roman Catholicism",concept,politics,government,cultural representative,cultural representative,0.5214696824550629,0.22252523619681597,0.5214696824550629,0.2560051027685404,"Item: curia. Description: group of officials who assist in the governance of a particular Church, in Roman Catholicism. Type: concept. Category: politics. Subcategory: government."
http://www.wikidata.org/entity/Q765,Dario Fo,"Italian actor, playwright, comedian, singer-songwriter, theater director, painter, and political activist (1926-2016)",entity,performing arts,theatrical director,cultural representative,cultural representative,0.9262026697397232,0.03469871962442994,0.9262026697397232,0.0390986567363143,"Item: Dario Fo. Description: Italian actor, playwright, comedian, singer-songwriter, theater director, painter, and political activist (1926-2016). Type: entity. Category: performing arts. Subcategory: theatrical director."
http://www.wikidata.org/entity/Q850794,dhoti,traditional men's garment of South Asia,concept,fashion,traditional costume,cultural exclusive,cultural representative,0.9021451771259308,0.04710762668401003,0.9021451771259308,0.0507472138851881,Item: dhoti. Description: traditional men's garment of South Asia. Type: concept. Category: fashion. Subcategory: traditional costume.
http://www.wikidata.org/entity/Q3290343,Dione Lucas,British chef (1909–1971),entity,food,cook,cultural exclusive,cultural representative,0.615968941245228,0.027824364602565765,0.615968941245228,0.3562067411839962,Item: Dione Lucas. Description: British chef (1909–1971). Type: entity. Category: food. Subcategory: cook.
http://www.wikidata.org/entity/Q2722359,Dnyaneshwari,13th-century treatise on the Bhagavad Gita in Marathi language,entity,books,religious book,cultural exclusive,cultural representative,0.7345644403249025,0.04260902805253863,0.7345644403249025,0.2228265288285911,Item: Dnyaneshwari. Description: 13th-century treatise on the Bhagavad Gita in Marathi language. Type: entity. Category: books. Subcategory: religious book.
http://www.wikidata.org/entity/Q1350189,egyptologist,person who studies Ancient Egypt and its antiquities,concept,history,historian,cultural agnostic,cultural representative,0.6623352244496346,0.12036049365997314,0.6623352244496346,0.2173043116927147,Item: egyptologist. Description: person who studies Ancient Egypt and its antiquities. Type: concept. Category: history. Subcategory: historian.
http://www.wikidata.org/entity/Q367660,Eid Mubarak,traditional Muslim greeting,entity,gestures and habits,greeting,cultural representative,cultural representative,0.8895890712738037,0.035971658769994974,0.8895890712738037,0.07443926855921745,Item: Eid Mubarak. Description: traditional Muslim greeting. Type: entity. Category: gestures and habits. Subcategory: greeting.
http://www.wikidata.org/entity/Q46706,Eugène Ionesco,Romanian-French playwright (1909–1994),entity,films,film director,cultural representative,cultural representative,0.9224400073289871,0.04040282731875777,0.9224400073289871,0.03715717187151313,Item: Eugène Ionesco. Description: Romanian-French playwright (1909–1994). Type: entity. Category: films. Subcategory: film director.
http://www.wikidata.org/entity/Q387284,European comics,comics produced in Continental Europe,concept,comics and anime,comics,cultural representative,cultural representative,0.6543418765068054,0.2936727371998131,0.6543418765068054,0.05198539420962334,Item: European comics. Description: comics produced in Continental Europe. Type: concept. Category: comics and anime. Subcategory: comics.
http://www.wikidata.org/entity/Q24649,European political party,transnational political party operating at the level of the European Union,concept,politics,political party,cultural representative,cultural representative,0.3861415237188339,0.38207373581826687,0.3861415237188339,0.23178473860025406,Item: European political party. Description: transnational political party operating at the level of the European Union. Type: concept. Category: politics. Subcategory: political party.
http://www.wikidata.org/entity/Q9764,flamenco,genre of Spanish music and dance,concept,performing arts,folk dance,cultural representative,cultural representative,0.92092065513134,0.03888074308633804,0.92092065513134,0.040198619943112135,Item: flamenco. Description: genre of Spanish music and dance. Type: concept. Category: performing arts. Subcategory: folk dance.
http://www.wikidata.org/entity/Q62449,flat white,espresso-based coffee beverage,concept,food,drink,cultural representative,cultural representative,0.589276161044836,0.36831884644925594,0.589276161044836,0.04240502044558525,Item: flat white. Description: espresso-based coffee beverage. Type: concept. Category: food. Subcategory: drink.
http://www.wikidata.org/entity/Q3102,Francis Coventry,English novelist,entity,literature,writer,cultural exclusive,cultural representative,0.8565358966588974,0.029243802186101675,0.8565358966588974,0.11422032304108143,Item: Francis Coventry. Description: English novelist. Type: entity. Category: literature. Subcategory: writer.
http://www.wikidata.org/entity/Q6534,French Revolution,revolution in France from 1789 to 1799,entity,history,historical event,cultural representative,cultural representative,0.8781579583883286,0.0462204460054636,0.8781579583883286,0.07562158163636923,Item: French Revolution. Description: revolution in France from 1789 to 1799. Type: entity. Category: history. Subcategory: historical event.
http://www.wikidata.org/entity/Q169325,Funimation,American video streaming service,entity,media,streaming service,cultural representative,cultural representative,0.8221619352698326,0.03729159152135253,0.8221619352698326,0.140546471811831,Item: Funimation. Description: American video streaming service. Type: entity. Category: media. Subcategory: streaming service.
http://www.wikidata.org/entity/Q3204,Geneva Open Challenger,tennis tournament,entity,sports,recurring sporting event,cultural representative,cultural representative,0.7483849376440048,0.1339806611649692,0.7483849376440048,0.11763444636017084,Item: Geneva Open Challenger. Description: tennis tournament. Type: entity. Category: sports. Subcategory: recurring sporting event.
http://www.wikidata.org/entity/Q3335,George Orwell,British writer and journalist (1903–1950),entity,literature,writer,cultural representative,cultural representative,0.9252319633960724,0.03734788624569774,0.9252319633960724,0.03742017783224583,Item: George Orwell. Description: British writer and journalist (1903–1950). Type: entity. Category: literature. Subcategory: writer.
http://www.wikidata.org/entity/Q1255562,Glasgow School,"art movement part of Art Nouveau in Glasgow, Scotland",entity,visual arts,art movement,cultural representative,cultural representative,0.6943718157708645,0.03946959972381592,0.6943718157708645,0.26615860080346465,"Item: Glasgow School. Description: art movement part of Art Nouveau in Glasgow, Scotland. Type: entity. Category: visual arts. Subcategory: art movement."
http://www.wikidata.org/entity/Q6663,hamburger,American sandwich of ground beef patty,concept,food,dish,cultural representative,cultural representative,0.9196635335683823,0.0396314593963325,0.9196635335683823,0.04070506198331714,Item: hamburger. Description: American sandwich of ground beef patty. Type: concept. Category: food. Subcategory: dish.
http://www.wikidata.org/entity/Q65707,Horst P. Horst,German-American photographer,entity,visual arts,photographer,cultural representative,cultural representative,0.65063900873065,0.03599538514390588,0.65063900873065,0.3133656242862344,Item: Horst P. Horst. Description: German-American photographer. Type: entity. Category: visual arts. Subcategory: photographer.
http://www.wikidata.org/entity/Q59243,Hyundai Motor Group,"car manufacturer headquartered in Seoul, South Korea",entity,transportation,automobile manufacturer,cultural representative,cultural representative,0.8780671507120132,0.08357760962098837,0.8780671507120132,0.038355245254933834,"Item: Hyundai Motor Group. Description: car manufacturer headquartered in Seoul, South Korea. Type: entity. Category: transportation. Subcategory: automobile manufacturer."
http://www.wikidata.org/entity/Q132137,icon,"religious work of art, generally a panel painting, in Eastern Christianity",entity,visual arts,painting,cultural representative,cultural representative,0.8132442906498909,0.06326104560866952,0.8132442906498909,0.12349470518529415,"Item: icon. Description: religious work of art, generally a panel painting, in Eastern Christianity. Type: entity. Category: visual arts. Subcategory: painting."
http://www.wikidata.org/entity/Q580340,Irish poetry,poetry written by poets from the Island of Ireland,concept,literature,poetry,cultural representative,cultural representative,0.689446471631527,0.034488904755562544,0.689446471631527,0.276064645498991,Item: Irish poetry. Description: poetry written by poets from the Island of Ireland. Type: concept. Category: literature. Subcategory: poetry.
http://www.wikidata.org/entity/Q400,Jenna Jameson,American former pornographic actor (born 1974),entity,fashion,model,cultural exclusive,cultural representative,0.9267405271530151,0.03556107450276613,0.9267405271530151,0.03769841697067022,Item: Jenna Jameson. Description: American former pornographic actor (born 1974). Type: entity. Category: fashion. Subcategory: model.
http://www.wikidata.org/entity/Q224644,Joe Kubert,Polish-born American comic book artist (1926-2012),entity,comics and anime,comics artist,cultural representative,cultural representative,0.9012102633714676,0.034119103103876114,0.9012102633714676,0.06467065261676908,Item: Joe Kubert. Description: Polish-born American comic book artist (1926-2012). Type: entity. Category: comics and anime. Subcategory: comics artist.
http://www.wikidata.org/entity/Q1294605,Jugendstil,artistic movement; German equivalent of art nouveau,concept,visual arts,art movement,cultural representative,cultural representative,0.910382941365242,0.03778081387281418,0.910382941365242,0.05183626897633076,Item: Jugendstil. Description: artistic movement; German equivalent of art nouveau. Type: concept. Category: visual arts. Subcategory: art movement.
http://www.wikidata.org/entity/Q84405,Karl Landsteiner,"Jewish-Austrian biologist, physician and Nobel Prize laureate",entity,biology,biologist,cultural representative,cultural representative,0.5126493228599429,0.031477308832108974,0.5126493228599429,0.4558733692392707,"Item: Karl Landsteiner. Description: Jewish-Austrian biologist, physician and Nobel Prize laureate. Type: entity. Category: biology. Subcategory: biologist."
http://www.wikidata.org/entity/Q43416,Keanu Reeves,Canadian actor and musician (born 1964),entity,films,film producer,cultural representative,cultural representative,0.9208087921142578,0.03967494936659932,0.9208087921142578,0.039516281336545944,Item: Keanu Reeves. Description: Canadian actor and musician (born 1964). Type: entity. Category: films. Subcategory: film producer.
http://www.wikidata.org/entity/Q80866,Khalifa,Sufi religious leader and teacher in North and West Africa,concept,philosophy and religion,philosopher,cultural representative,cultural representative,0.5755328387022018,0.03903567558154464,0.5755328387022018,0.3854315336793661,Item: Khalifa. Description: Sufi religious leader and teacher in North and West Africa. Type: concept. Category: philosophy and religion. Subcategory: philosopher.
http://www.wikidata.org/entity/Q6418545,Kitty Foyle,"dress style of the 1940s characterized by a dark fabric and contrasting light collar and cuffs, typically of navy blue and white",entity,fashion,fashion trend,cultural exclusive,cultural representative,0.9035933166742325,0.045085818972438574,0.9035933166742325,0.051320886705070734,"Item: Kitty Foyle. Description: dress style of the 1940s characterized by a dark fabric and contrasting light collar and cuffs, typically of navy blue and white. Type: entity. Category: fashion. Subcategory: fashion trend."
http://www.wikidata.org/entity/Q12494,ladyfinger,biscuit,entity,food,food,cultural representative,cultural representative,0.5031373761594296,0.2722299387678504,0.5031373761594296,0.22463272139430046,Item: ladyfinger. Description: biscuit. Type: entity. Category: food. Subcategory: food.
http://www.wikidata.org/entity/Q3086695,Les Trois Accords,band,entity,music,musical group,cultural exclusive,cultural representative,0.6604933366179466,0.06757679907605052,0.6604933366179466,0.27192989457398653,Item: Les Trois Accords. Description: band. Type: entity. Category: music. Subcategory: musical group.
http://www.wikidata.org/entity/Q48221,Malikism,one of four major schools of madhhab of Islamic jurisprudence within Sunni Islam,entity,philosophy and religion,religious movement,cultural representative,cultural representative,0.8835620731115341,0.05643067043274641,0.8835620731115341,0.06000725645571947,Item: Malikism. Description: one of four major schools of madhhab of Islamic jurisprudence within Sunni Islam. Type: entity. Category: philosophy and religion. Subcategory: religious movement.
http://www.wikidata.org/entity/Q8274,manga,"comics employing a set of Japanese stylistic conventions, produced in Japan or elsewhere",concept,comics and anime,comics,cultural representative,cultural representative,0.8882430344820023,0.07086107134819031,0.8882430344820023,0.040895918384194374,"Item: manga. Description: comics employing a set of Japanese stylistic conventions, produced in Japan or elsewhere. Type: concept. Category: comics and anime. Subcategory: comics."
http://www.wikidata.org/entity/Q131165,Manichaeism,Persian religion founded in the 3rd century CE,concept,philosophy and religion,religion,cultural agnostic,cultural representative,0.7289656475186348,0.03848127694800496,0.7289656475186348,0.2325530769303441,Item: Manichaeism. Description: Persian religion founded in the 3rd century CE. Type: concept. Category: philosophy and religion. Subcategory: religion.
http://www.wikidata.org/entity/Q76574,maypole,tall wooden pole erected as a part of various European folk festivals,concept,gestures and habits,ritual,cultural representative,cultural representative,0.6310425512492657,0.036121576093137264,0.6310425512492657,0.3328359220176935,Item: maypole. Description: tall wooden pole erected as a part of various European folk festivals. Type: concept. Category: gestures and habits. Subcategory: ritual.
http://www.wikidata.org/entity/Q873,Meryl Streep,American actress,entity,films,film producer,cultural representative,cultural representative,0.9158288687467575,0.044996467884629965,0.9158288687467575,0.03917467454448342,Item: Meryl Streep. Description: American actress. Type: entity. Category: films. Subcategory: film producer.
http://www.wikidata.org/entity/Q5592,Michelangelo,Italian artist and architect (1475–1564),entity,literature,poet,cultural representative,cultural representative,0.9237955957651138,0.03930029831826687,0.9237955957651138,0.03690412035211921,Item: Michelangelo. Description: Italian artist and architect (1475–1564). Type: entity. Category: literature. Subcategory: poet.
http://www.wikidata.org/entity/Q220011,Mike DeCarlo,Comic artist,entity,comics and anime,comics artist,cultural exclusive,cultural representative,0.8407901078462601,0.08345108386129141,0.8407901078462601,0.07575880317017436,Item: Mike DeCarlo. Description: Comic artist. Type: entity. Category: comics and anime. Subcategory: comics artist.
http://www.wikidata.org/entity/Q835,Mikhail Bulgakov,Russian author (1891–1940),entity,performing arts,theatrical director,cultural representative,cultural representative,0.926022857427597,0.03319794870913029,0.926022857427597,0.04077920038253069,Item: Mikhail Bulgakov. Description: Russian author (1891–1940). Type: entity. Category: performing arts. Subcategory: theatrical director.
http://www.wikidata.org/entity/Q687,Molière,French playwright and actor (1622–1673),entity,performing arts,theatrical director,cultural representative,cultural representative,0.9250583499670029,0.03599310014396906,0.9250583499670029,0.0389485671184957,Item: Molière. Description: French playwright and actor (1622–1673). Type: entity. Category: performing arts. Subcategory: theatrical director.
http://www.wikidata.org/entity/Q23402,Musée d'Orsay,"art museum in Paris, France",entity,media,production company,cultural representative,cultural representative,0.8680046498775482,0.038820849265903234,0.8680046498775482,0.09317455207929015,"Item: Musée d'Orsay. Description: art museum in Paris, France. Type: entity. Category: media. Subcategory: production company."
http://www.wikidata.org/entity/Q229724,Naoko Takeuchi,Japanese manga artist,entity,comics and anime,comics artist,cultural representative,cultural representative,0.9244523048400879,0.035200986079871655,0.9244523048400879,0.040346740279346704,Item: Naoko Takeuchi. Description: Japanese manga artist. Type: entity. Category: comics and anime. Subcategory: comics artist.
http://www.wikidata.org/entity/Q616753,Naryshkin Baroque,Russian architectural style,entity,architecture,architectural style,cultural representative,cultural representative,0.9222936034202576,0.03143787942826748,0.9222936034202576,0.04626854695379734,Item: Naryshkin Baroque. Description: Russian architectural style. Type: entity. Category: architecture. Subcategory: architectural style.
http://www.wikidata.org/entity/Q194285,Nebula Award,literature prize for science fiction and fantasy works from the United States,concept,literature,literary award,cultural exclusive,cultural representative,0.7939625754952431,0.052382072899490595,0.7939625754952431,0.153655378613621,Item: Nebula Award. Description: literature prize for science fiction and fantasy works from the United States. Type: concept. Category: literature. Subcategory: literary award.
http://www.wikidata.org/entity/Q25648,New York Film Festival,annual film festival held every autumn in New York City,entity,films,film festival,cultural representative,cultural representative,0.7733803018927574,0.04189701797440648,0.7733803018927574,0.18472269363701344,Item: New York Film Festival. Description: annual film festival held every autumn in New York City. Type: entity. Category: films. Subcategory: film festival.
http://www.wikidata.org/entity/Q265169,Nitro Records,US record label,entity,music,record label,cultural exclusive,cultural representative,0.6241348851472139,0.035776641219854355,0.6241348851472139,0.3400884782895446,Item: Nitro Records. Description: US record label. Type: entity. Category: music. Subcategory: record label.
http://www.wikidata.org/entity/Q216929,Oliver & Company,1988 animated film directed by George Scribner,entity,comics and anime,animated film,cultural representative,cultural representative,0.8862689137458801,0.07637839717790484,0.8862689137458801,0.03735274914652109,Item: Oliver & Company. Description: 1988 animated film directed by George Scribner. Type: entity. Category: comics and anime. Subcategory: animated film.
http://www.wikidata.org/entity/Q2425502,onnagata,male actors who impersonate women in Japanese kabuki theatre,concept,films,acting style,cultural exclusive,cultural representative,0.6346235498785973,0.031035263556987047,0.6346235498785973,0.3343412186950445,Item: onnagata. Description: male actors who impersonate women in Japanese kabuki theatre. Type: concept. Category: films. Subcategory: acting style.
http://www.wikidata.org/entity/Q470137,original English-language manga,type of comic book or graphic novel in English,concept,comics and anime,manga,cultural representative,cultural representative,0.7953939065337181,0.1620046878233552,0.7953939065337181,0.042601401917636395,Item: original English-language manga. Description: type of comic book or graphic novel in English. Type: concept. Category: comics and anime. Subcategory: manga.
http://www.wikidata.org/entity/Q130898,Palace of Iturbide,Former Imperial Palace of Mexico (1822-1823),entity,visual arts,art gallery,cultural representative,cultural representative,0.5781362131237984,0.039398868568241596,0.5781362131237984,0.3824649415910244,Item: Palace of Iturbide. Description: Former Imperial Palace of Mexico (1822-1823). Type: entity. Category: visual arts. Subcategory: art gallery.
http://www.wikidata.org/entity/Q557,Patti Smith,"American singer, songwriter, author and poet",entity,visual arts,photographer,cultural representative,cultural representative,0.9229228049516678,0.03961161803454161,0.9229228049516678,0.03746558120474219,"Item: Patti Smith. Description: American singer, songwriter, author and poet. Type: entity. Category: visual arts. Subcategory: photographer."
http://www.wikidata.org/entity/Q272,Paul Morand,French writer (1888-1976),entity,literature,poet,cultural representative,cultural representative,0.9258519411087036,0.034960977267473936,0.9258519411087036,0.03918706066906452,Item: Paul Morand. Description: French writer (1888-1976). Type: entity. Category: literature. Subcategory: poet.
http://www.wikidata.org/entity/Q127552,Pixar,American computer animation studio,entity,comics and anime,animation studio,cultural representative,cultural representative,0.9203349351882935,0.04328421829268336,0.9203349351882935,0.03638087958097458,Item: Pixar. Description: American computer animation studio. Type: entity. Category: comics and anime. Subcategory: animation studio.
http://www.wikidata.org/entity/Q3307548,Po,title character and the protagonist of the Kung Fu Panda franchise,concept,food,cook,cultural representative,cultural representative,0.8979236334562302,0.056787668727338314,0.8979236334562302,0.0452886875718832,Item: Po. Description: title character and the protagonist of the Kung Fu Panda franchise. Type: concept. Category: food. Subcategory: cook.
http://www.wikidata.org/entity/Q19546,pope,leader of the worldwide Catholic Church,concept,philosophy and religion,religious leader,cultural representative,cultural representative,0.8912019282579422,0.05964060174301267,0.8912019282579422,0.04915750538930297,Item: pope. Description: leader of the worldwide Catholic Church. Type: concept. Category: philosophy and religion. Subcategory: religious leader.
http://www.wikidata.org/entity/Q4692,Renaissance,cultural movement that spanned the period roughly from the 14th to the 17th century,concept,visual arts,art movement,cultural representative,cultural representative,0.6850601211190224,0.26271046698093414,0.6850601211190224,0.052229437045753,Item: Renaissance. Description: cultural movement that spanned the period roughly from the 14th to the 17th century. Type: concept. Category: visual arts. Subcategory: art movement.
http://www.wikidata.org/entity/Q54829,RTVE,public broadcaster of Spain,entity,media,media company,cultural exclusive,cultural representative,0.6780689023435116,0.031678575556725264,0.6780689023435116,0.2902525421231985,Item: RTVE. Description: public broadcaster of Spain. Type: entity. Category: media. Subcategory: media company.
http://www.wikidata.org/entity/Q237338,seinen,manga marketed primarily to late adolescent young adults (18 yr and older),concept,comics and anime,manga,cultural representative,cultural representative,0.8938304781913757,0.06788484146818519,0.8938304781913757,0.038284707348793745,Item: seinen. Description: manga marketed primarily to late adolescent young adults (18 yr and older). Type: concept. Category: comics and anime. Subcategory: manga.
http://www.wikidata.org/entity/Q145234,Seiun Awards,Japanese science fiction awards,entity,literature,literary award,cultural exclusive,cultural representative,0.532057411968708,0.03539445623755455,0.532057411968708,0.43254814855754375,Item: Seiun Awards. Description: Japanese science fiction awards. Type: entity. Category: literature. Subcategory: literary award.
http://www.wikidata.org/entity/Q1503157,Shakespeare and Company,bookstore in Paris founded by George Whitman in 1951,entity,books,bookstore,cultural representative,cultural representative,0.5096960477530956,0.07325565721839666,0.5096960477530956,0.4170483238995075,Item: Shakespeare and Company. Description: bookstore in Paris founded by George Whitman in 1951. Type: entity. Category: books. Subcategory: bookstore.
http://www.wikidata.org/entity/Q231302,shōnen,manga marketed primarily to adolescent boys,concept,comics and anime,manga,cultural representative,cultural representative,0.9075643569231033,0.056266524363309145,0.9075643569231033,0.03616918623447418,Item: shōnen. Description: manga marketed primarily to adolescent boys. Type: concept. Category: comics and anime. Subcategory: manga.
http://www.wikidata.org/entity/Q23589,Showtime,American premium cable TV channel,entity,media,production company,cultural exclusive,cultural representative,0.8879431486129761,0.035625800490379333,0.8879431486129761,0.07643108163028955,Item: Showtime. Description: American premium cable TV channel. Type: entity. Category: media. Subcategory: production company.
http://www.wikidata.org/entity/Q6539,Storming of the Bastille,1789 part of the French Revolution,entity,history,historical event,cultural representative,cultural representative,0.8732706606388092,0.04937487281858921,0.8732706606388092,0.07735448144376278,Item: Storming of the Bastille. Description: 1789 part of the French Revolution. Type: entity. Category: history. Subcategory: historical event.
